sample_name	sample_type	cell_source	data_source	pmid	sra_id	encode_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
Donor1003_CD4+_Treg	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650838	NA	Donor1003	female	CD4+ Treg	CD4+ Treg	Unperturbed	T Lymphoid	CD4+CD127-CD25+	Donor1003_CD4+_Treg	CD4+_Treg	1	ATAC-Seq	19.7	149966	0.19	42802022	TRUE
Donor1004_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650855	NA	Donor1004	female	CD8+ CM T	CD8+ CM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1004_CD8+_CM_T	CD8+_CM_T	1	ATAC-Seq	13.2	207962	0.18	53491616	FALSE
Donor1003_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650820	NA	Donor1003	female	CD8+ CM T	CD8+ CM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1003_CD8+_CM_T	CD8+_CM_T	1	ATAC-Seq	17.6	271835	0.29	19348318	FALSE
Donor1001_CD8+_CM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650738	NA	Donor1001	female	CD8+ CM T	CD8+ CM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L+	Donor1001_CD8+_CM_T	CD8+_CM_T	1	ATAC-Seq	19.3	163356	0.19	55330208	TRUE
Donor1003_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650822	NA	Donor1003	female	CD8+ EM T	CD8+ EM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1003_CD8+_EM_T	CD8+_EM_T	1	ATAC-Seq	18.4	147514	0.29	38126508	FALSE
Donor1001_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650740	NA	Donor1001	female	CD8+ EM T	CD8+ EM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1001_CD8+_EM_T	CD8+_EM_T	1	ATAC-Seq	18.5	160209	0.18	80803296	FALSE
Donor1002_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650782	NA	Donor1002	male	CD8+ EM T	CD8+ EM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1002_CD8+_EM_T	CD8+_EM_T	1	ATAC-Seq	20.6	148058	0.22	51331504	TRUE
Donor1004_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650857	NA	Donor1004	female	CD8+ EM T	CD8+ EM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1004_CD8+_EM_T	CD8+_EM_T	1	ATAC-Seq	20.6	106611	0.24	55313648	FALSE
Donor1004_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650859	NA	Donor1004	female	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1004_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	7.6	401645	0.19	80699526	FALSE
Donor1002_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650784	NA	Donor1002	male	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1002_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	9.1	274907	0.15	66373450	FALSE
Donor1003_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650824	NA	Donor1003	female	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1003_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	11.9	290629	0.22	33315490	FALSE
Donor1001_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650742	NA	Donor1001	female	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1001_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	13.8	287587	0.2	43662694	TRUE
Donor1002_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650778	NA	Donor1002	male	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1002_CD8+_T	CD8+_T	1	ATAC-Seq	10.9	208275	0.15	65855120	FALSE
Donor1004_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650854	NA	Donor1004	female	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1004_CD8+_T	CD8+_T	1	ATAC-Seq	12.8	265719	0.18	65901078	FALSE
Donor1003_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650818	NA	Donor1003	female	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1003_CD8+_T	CD8+_T	1	ATAC-Seq	14.7	413179	0.28	31838292	FALSE
Donor1001_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650736	NA	Donor1001	female	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1001_CD8+_T	CD8+_T	1	ATAC-Seq	18.4	193260	0.2	76672994	TRUE
Donor1002_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650786	NA	Donor1002	male	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1002_gdT	gdT	1	ATAC-Seq	8.7	278344	0.17	65597882	FALSE
Donor1004_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650861	NA	Donor1004	female	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1004_gdT	gdT	1	ATAC-Seq	15.9	188662	0.18	54498184	FALSE
Donor1003_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650826	NA	Donor1003	female	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1003_gdT	gdT	1	ATAC-Seq	17.4	233888	0.18	40678844	FALSE
Donor1001_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650744	NA	Donor1001	female	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1001_gdT	gdT	1	ATAC-Seq	22	117808	0.19	50639038	TRUE
Donor1008_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650910	NA	Donor1008	male	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1008_Immature_NK	Immature_NK	1	ATAC-Seq	7.8	344926	0.11	49476452	FALSE
Donor1004_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650882	NA	Donor1004	female	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1004_Immature_NK	Immature_NK	1	ATAC-Seq	16.2	269085	0.11	44999958	FALSE
Donor1003_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650845	NA	Donor1003	female	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1003_Immature_NK	Immature_NK	1	ATAC-Seq	20	205272	0.25	9559144	FALSE
Donor1001_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650763	NA	Donor1001	female	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1001_Immature_NK	Immature_NK	1	ATAC-Seq	20.1	122258	0.09	33641608	FALSE
Donor1002_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650806	NA	Donor1002	male	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1002_Immature_NK	Immature_NK	1	ATAC-Seq	21.5	137979	0.22	38999374	TRUE
Donor1008_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650911	NA	Donor1008	male	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1008_Mature_NK	Mature_NK	1	ATAC-Seq	7.1	284663	0.12	46852534	FALSE
Donor1004_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650883	NA	Donor1004	female	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1004_Mature_NK	Mature_NK	1	ATAC-Seq	12.8	207347	0.17	55347096	FALSE
Donor1003_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650846	NA	Donor1003	female	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1003_Mature_NK	Mature_NK	1	ATAC-Seq	17.2	306088	0.26	28803046	FALSE
Donor1001_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650764	NA	Donor1001	female	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1001_Mature_NK	Mature_NK	1	ATAC-Seq	19	226786	0.17	62751578	TRUE
Donor1008_mDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650915	NA	Donor1008	male	mDC	mDC	Unperturbed	DC Myeloid	HLA-DR+CD11c+CD123-	Donor1008_mDC	mDC	1	ATAC-Seq	9.2	265784	0.2	70285096	FALSE
Donor1001_mDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650769	NA	Donor1001	female	mDC	mDC	Unperturbed	DC Myeloid	HLA-DR+CD11c+CD123-	Donor1001_mDC	mDC	1	ATAC-Seq	17.8	190882	0.33	83702780	TRUE
Donor1002_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650773	NA	Donor1002	male	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1002_Memory_B	Memory_B	1	ATAC-Seq	6.1	362046	0.17	30034758	FALSE
Donor1004_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650852	NA	Donor1004	female	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1004_Memory_B	Memory_B	1	ATAC-Seq	6.6	310499	0.18	53638202	FALSE
Donor1003_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650814	NA	Donor1003	female	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1003_Memory_B	Memory_B	1	ATAC-Seq	14.8	284798	0.24	36085834	FALSE
Donor1001_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650731	NA	Donor1001	female	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1001_Memory_B	Memory_B	1	ATAC-Seq	17	187547	0.18	64809272	TRUE
Donor1010_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650922	NA	Donor1010	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1010_Memory_NK	Memory_NK	1	ATAC-Seq	6.6	330175	0.14	79770640	FALSE
Donor1008_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650913	NA	Donor1008	male	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1008_Memory_NK	Memory_NK	1	ATAC-Seq	11.3	314684	0.17	91221172	FALSE
Donor1003_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650848	NA	Donor1003	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1003_Memory_NK	Memory_NK	1	ATAC-Seq	12.7	260836	0.27	11325902	FALSE
Donor1001_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650766	NA	Donor1001	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1001_Memory_NK	Memory_NK	1	ATAC-Seq	21.2	153404	0.07	22435138	FALSE
Donor1004_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650885	NA	Donor1004	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1004_Memory_NK	Memory_NK	1	ATAC-Seq	22.4	115597	0.15	36921644	TRUE
Donor1004_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650853	NA	Donor1004	female	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1004_Naive_B	Naive_B	1	ATAC-Seq	7.4	344859	0.17	82178672	FALSE
Donor1002_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650775	NA	Donor1002	male	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1002_Naive_B	Naive_B	1	ATAC-Seq	10.4	348333	0.17	50602356	FALSE
Donor1003_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650816	NA	Donor1003	female	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1003_Naive_B	Naive_B	1	ATAC-Seq	14.5	291352	0.24	43769626	FALSE
Donor1001_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650733	NA	Donor1001	female	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1001_Naive_B	Naive_B	1	ATAC-Seq	22	150021	0.23	58432464	TRUE
Donor1002_pDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650811	NA	Donor1002	male	pDC	pDC	Unperturbed	DC Lymphoid	HLA-DR+CD11c-CD123+	Donor1002_pDC	pDC	1	ATAC-Seq	12.3	227537	0.18	40611036	FALSE
Donor1001_pDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650770	NA	Donor1001	female	pDC	pDC	Unperturbed	DC Lymphoid	HLA-DR+CD11c-CD123+	Donor1001_pDC	pDC	1	ATAC-Seq	13.2	202684	0.11	15742728	FALSE
Donor1010_Plasmablast	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650918	NA	Donor1010	female	Plasmablast	Plasmablast	Unperturbed	B Lymphoid	CD19+CD27+CD138+CD20-	Donor1010_Plasmablast	Plasmablast	1	ATAC-Seq	6.1	400927	0.17	104729466	FALSE
Donor1002_Plasmablast	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650777	NA	Donor1002	male	Plasmablast	Plasmablast	Unperturbed	B Lymphoid	CD19+CD27+CD138+CD20-	Donor1002_Plasmablast	Plasmablast	1	ATAC-Seq	13	185091	0.11	42570254	TRUE
Donor1001_Plasmablast	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650735	NA	Donor1001	female	Plasmablast	Plasmablast	Unperturbed	B Lymphoid	CD19+CD27+CD138+CD20-	Donor1001_Plasmablast	Plasmablast	1	ATAC-Seq	12.8	314828	0.19	81243542	FALSE
PBdonor1_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297486	NA	PBdonor1	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor1_pDC	pDC	1	ATAC-Seq	13.1	183969	0.37	11051350	FALSE
PBdonor1_pDC_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297487	NA	PBdonor1	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor1_pDC	pDC	2	ATAC-Seq	14.6	229932	0.39	13706334	FALSE
PBdonor2_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297488	NA	PBdonor2	male	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor2_pDC	pDC	1	ATAC-Seq	15.3	150049	0.36	16676588	FALSE
PBdonor2_pDC_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297489	NA	PBdonor2	male	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor2_pDC	pDC	2	ATAC-Seq	15.3	164593	0.33	33656186	FALSE
PBdonor3_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297490	NA	PBdonor3	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor3_pDC	pDC	1	ATAC-Seq	17.1	144886	0.43	15471426	TRUE
PBdonor3_pDC_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297491	NA	PBdonor3	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor3_pDC	pDC	2	ATAC-Seq	16.1	179625	0.43	12094324	FALSE
PBdonor5_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297431	NA	PBdonor5	male	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor5_pDC	pDC	1	ATAC-Seq	15.1	234518	0.34	11478334	FALSE
PBdonor5_pDC_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297432	NA	PBdonor5	male	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor5_pDC	pDC	2	ATAC-Seq	16.4	172684	0.31	15368160	FALSE
PBdonor6_pDC_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297433	NA	PBdonor6	male	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor6_pDC	pDC	1	ATAC-Seq	15.3	145513	0.32	8154504	FALSE
PBdonor6_pDC_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297434	NA	PBdonor6	male	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor6_pDC	pDC	2	ATAC-Seq	14.4	189193	0.24	33347008	FALSE
PBdonor7_pDC_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297436	NA	PBdonor7	female	pDC	pDC	Unperturbed	DC Lymphoid	CD123+HLA-DR+BDCA4+	PBdonor7_pDC	pDC	2	ATAC-Seq	13.5	242256	0.32	11399032	FALSE
PBdonor2_cDC1_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297437	NA	PBdonor2	male	cDC1	cDC1	Unperturbed	DC Myeloid	CD11c+/-BDCA3+HLA-DR+CD123-	PBdonor2_cDC1	cDC1	1	ATAC-Seq	12	240967	0.33	12450842	FALSE
PBdonor2_cDC1_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297438	NA	PBdonor2	male	cDC1	cDC1	Unperturbed	DC Myeloid	CD11c+/-BDCA3+HLA-DR+CD123-	PBdonor2_cDC1	cDC1	2	ATAC-Seq	11.2	289688	0.27	21395668	FALSE
PBdonor3_cDC1_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297439	NA	PBdonor3	female	cDC1	cDC1	Unperturbed	DC Myeloid	CD11c+/-BDCA3+HLA-DR+CD123-	PBdonor3_cDC1	cDC1	1	ATAC-Seq	13.2	239870	0.32	12005596	TRUE
PBdonor6_cDC1_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297442	NA	PBdonor6	male	cDC1	cDC1	Unperturbed	DC Myeloid	CD11c+/-BDCA3+HLA-DR+CD123-	PBdonor6_cDC1	cDC1	1	ATAC-Seq	5.4	221429	0.15	24810788	FALSE
PBdonor1_cDC2_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297444	NA	PBdonor1	female	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor1_cDC2	cDC2	1	ATAC-Seq	16.4	228503	0.41	13718046	FALSE
PBdonor1_cDC2_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297445	NA	PBdonor1	female	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor1_cDC2	cDC2	2	ATAC-Seq	18.5	158447	0.5	10836422	FALSE
PBdonor2_cDC2_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297446	NA	PBdonor2	male	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor2_cDC2	cDC2	1	ATAC-Seq	18.4	160569	0.48	17152902	FALSE
PBdonor2_cDC2_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297447	NA	PBdonor2	male	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor2_cDC2	cDC2	2	ATAC-Seq	18.6	166900	0.49	11401640	FALSE
PBdonor3_cDC2_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297448	NA	PBdonor3	female	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor3_cDC2	cDC2	1	ATAC-Seq	20.2	149166	0.51	16099222	TRUE
PBdonor3_cDC2_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297449	NA	PBdonor3	female	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor3_cDC2	cDC2	2	ATAC-Seq	19.7	140302	0.52	9289560	FALSE
PBdonor4_cDC2_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297450	NA	PBdonor4	female	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor4_cDC2	cDC2	1	ATAC-Seq	10.5	258249	0.12	32653694	FALSE
PBdonor5_cDC2_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297451	NA	PBdonor5	male	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor5_cDC2	cDC2	1	ATAC-Seq	17.4	198931	0.39	11080396	FALSE
PBdonor5_cDC2_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297452	NA	PBdonor5	male	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor5_cDC2	cDC2	2	ATAC-Seq	20.2	187712	0.42	10862246	FALSE
PBdonor6_cDC2_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297453	NA	PBdonor6	male	cDC2	cDC2	Unperturbed	DC Myeloid	CD11c+BDCA1+HLA-DR+CD123-	PBdonor6_cDC2	cDC2	1	ATAC-Seq	17.3	433944	0.48	7394656	FALSE
PBdonor1_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297457	NA	PBdonor1	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor1_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	18.7	348730	0.45	7407932	FALSE
PBdonor1_CD14+_Monocyte_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297458	NA	PBdonor1	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor1_CD14+_Monocyte	CD14+_Monocyte	2	ATAC-Seq	21.2	115695	0.36	15243566	FALSE
PBdonor2_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297459	NA	PBdonor2	male	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor2_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	20.9	140634	0.35	18129144	FALSE
PBdonor2_CD14+_Monocyte_rep2	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297460	NA	PBdonor2	male	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor2_CD14+_Monocyte	CD14+_Monocyte	2	ATAC-Seq	20	164404	0.32	30164482	FALSE
PBdonor3_CD14+_Monocyte_rep1	FACS isolated primary cell	Peripheral blood mononuclear cells	Leylek_2020_Cell_Reports	32966789	SRR11297461	NA	PBdonor3	female	Monocyte	CD14+ Monocyte	Unperturbed	Monocyte Myeloid	CD14+CD16-	PBdonor3_CD14+_Monocyte	CD14+_Monocyte	1	ATAC-Seq	21	208342	0.35	14547652	FALSE
