sample_name	sample_type	cell_source	data_source	pmid	sra_id	encode_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads
Donor1002_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650782	NA	Donor1002	male	CD8+ EM T	CD8+ EM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1002_CD8+_EM_T	CD8+_EM_T	1	ATAC-Seq	20.6	148058	0.22	51331504
Donor1004_CD8+_EM_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650857	NA	Donor1004	female	CD8+ EM T	CD8+ EM T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_CD62L-	Donor1004_CD8+_EM_T	CD8+_EM_T	1	ATAC-Seq	20.6	106611	0.24	55313648
Donor1004_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650859	NA	Donor1004	female	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1004_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	7.6	401645	0.19	80699526
Donor1002_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650784	NA	Donor1002	male	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1002_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	9.1	274907	0.15	66373450
Donor1003_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650824	NA	Donor1003	female	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1003_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	11.9	290629	0.22	33315490
Donor1001_CD8+_Naive_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650742	NA	Donor1001	female	CD8+ Naive T	CD8+ Naive T	Unperturbed	T Lymphoid	CD3+CD8+CD45RA+CD45RO_	Donor1001_CD8+_Naive_T	CD8+_Naive_T	1	ATAC-Seq	13.8	287587	0.2	43662694
Donor1002_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650778	NA	Donor1002	male	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1002_CD8+_T	CD8+_T	1	ATAC-Seq	10.9	208275	0.15	65855120
Donor1004_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650854	NA	Donor1004	female	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1004_CD8+_T	CD8+_T	1	ATAC-Seq	12.8	265719	0.18	65901078
Donor1003_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650818	NA	Donor1003	female	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1003_CD8+_T	CD8+_T	1	ATAC-Seq	14.7	413179	0.28	31838292
Donor1001_CD8+_T	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650736	NA	Donor1001	female	CD8+ T	CD8+ T	Unperturbed	T Lymphoid	CD3+CD8+	Donor1001_CD8+_T	CD8+_T	1	ATAC-Seq	18.4	193260	0.2	76672994
Donor1002_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650786	NA	Donor1002	male	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1002_gdT	gdT	1	ATAC-Seq	8.7	278344	0.17	65597882
Donor1004_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650861	NA	Donor1004	female	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1004_gdT	gdT	1	ATAC-Seq	15.9	188662	0.18	54498184
Donor1003_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650826	NA	Donor1003	female	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1003_gdT	gdT	1	ATAC-Seq	17.4	233888	0.18	40678844
Donor1001_gdT	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650744	NA	Donor1001	female	gdT	gdT	Unperturbed	T Lymphoid	CD3+CD8-TCRgd+	Donor1001_gdT	gdT	1	ATAC-Seq	22	117808	0.19	50639038
Donor1008_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650910	NA	Donor1008	male	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1008_Immature_NK	Immature_NK	1	ATAC-Seq	7.8	344926	0.11	49476452
Donor1004_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650882	NA	Donor1004	female	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1004_Immature_NK	Immature_NK	1	ATAC-Seq	16.2	269085	0.11	44999958
Donor1003_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650845	NA	Donor1003	female	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1003_Immature_NK	Immature_NK	1	ATAC-Seq	20	205272	0.25	9559144
Donor1001_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650763	NA	Donor1001	female	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1001_Immature_NK	Immature_NK	1	ATAC-Seq	20.1	122258	0.09	33641608
Donor1002_Immature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650806	NA	Donor1002	male	Immature NK	Immature NK	Unperturbed	NK Lymphoid	CD16-CD56bright	Donor1002_Immature_NK	Immature_NK	1	ATAC-Seq	21.5	137979	0.22	38999374
Donor1008_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650911	NA	Donor1008	male	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1008_Mature_NK	Mature_NK	1	ATAC-Seq	7.1	284663	0.12	46852534
Donor1004_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650883	NA	Donor1004	female	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1004_Mature_NK	Mature_NK	1	ATAC-Seq	12.8	207347	0.17	55347096
Donor1003_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650846	NA	Donor1003	female	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1003_Mature_NK	Mature_NK	1	ATAC-Seq	17.2	306088	0.26	28803046
Donor1001_Mature_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650764	NA	Donor1001	female	Mature NK	Mature NK	Unperturbed	NK Lymphoid	CD16+CD56+	Donor1001_Mature_NK	Mature_NK	1	ATAC-Seq	19	226786	0.17	62751578
Donor1008_mDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650915	NA	Donor1008	male	mDC	mDC	Unperturbed	DC Myeloid	HLA-DR+CD11c+CD123-	Donor1008_mDC	mDC	1	ATAC-Seq	9.2	265784	0.2	70285096
Donor1001_mDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650769	NA	Donor1001	female	mDC	mDC	Unperturbed	DC Myeloid	HLA-DR+CD11c+CD123-	Donor1001_mDC	mDC	1	ATAC-Seq	17.8	190882	0.33	83702780
Donor1002_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650773	NA	Donor1002	male	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1002_Memory_B	Memory_B	1	ATAC-Seq	6.1	362046	0.17	30034758
Donor1004_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650852	NA	Donor1004	female	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1004_Memory_B	Memory_B	1	ATAC-Seq	6.6	310499	0.18	53638202
Donor1003_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650814	NA	Donor1003	female	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1003_Memory_B	Memory_B	1	ATAC-Seq	14.8	284798	0.24	36085834
Donor1001_Memory_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650731	NA	Donor1001	female	Memory B	Memory B	Unperturbed	B Lymphoid	CD19+CD27+	Donor1001_Memory_B	Memory_B	1	ATAC-Seq	17	187547	0.18	64809272
Donor1010_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650922	NA	Donor1010	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1010_Memory_NK	Memory_NK	1	ATAC-Seq	6.6	330175	0.14	79770640
Donor1008_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650913	NA	Donor1008	male	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1008_Memory_NK	Memory_NK	1	ATAC-Seq	11.3	314684	0.17	91221172
Donor1003_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650848	NA	Donor1003	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1003_Memory_NK	Memory_NK	1	ATAC-Seq	12.7	260836	0.27	11325902
Donor1001_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650766	NA	Donor1001	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1001_Memory_NK	Memory_NK	1	ATAC-Seq	21.2	153404	0.07	22435138
Donor1004_Memory_NK	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650885	NA	Donor1004	female	Memory NK	Memory NK	Unperturbed	NK Lymphoid	CD16+CD56+NKG2Cbright	Donor1004_Memory_NK	Memory_NK	1	ATAC-Seq	22.4	115597	0.15	36921644
Donor1004_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650853	NA	Donor1004	female	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1004_Naive_B	Naive_B	1	ATAC-Seq	7.4	344859	0.17	82178672
Donor1002_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650775	NA	Donor1002	male	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1002_Naive_B	Naive_B	1	ATAC-Seq	10.4	348333	0.17	50602356
Donor1003_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650816	NA	Donor1003	female	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1003_Naive_B	Naive_B	1	ATAC-Seq	14.5	291352	0.24	43769626
Donor1001_Naive_B	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650733	NA	Donor1001	female	Naive B	Naive B	Unperturbed	B Lymphoid	CD19+CD27-	Donor1001_Naive_B	Naive_B	1	ATAC-Seq	22	150021	0.23	58432464
Donor1002_pDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650811	NA	Donor1002	male	pDC	pDC	Unperturbed	DC Lymphoid	HLA-DR+CD11c-CD123+	Donor1002_pDC	pDC	1	ATAC-Seq	12.3	227537	0.18	40611036
Donor1001_pDC	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650770	NA	Donor1001	female	pDC	pDC	Unperturbed	DC Lymphoid	HLA-DR+CD11c-CD123+	Donor1001_pDC	pDC	1	ATAC-Seq	13.2	202684	0.11	15742728
Donor1010_Plasmablast	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650918	NA	Donor1010	female	Plasmablast	Plasmablast	Unperturbed	B Lymphoid	CD19+CD27+CD138+CD20-	Donor1010_Plasmablast	Plasmablast	1	ATAC-Seq	6.1	400927	0.17	104729466
Donor1002_Plasmablast	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650777	NA	Donor1002	male	Plasmablast	Plasmablast	Unperturbed	B Lymphoid	CD19+CD27+CD138+CD20-	Donor1002_Plasmablast	Plasmablast	1	ATAC-Seq	13	185091	0.11	42570254
Donor1001_Plasmablast	FACS isolated primary cell	Peripheral blood mononuclear cells	Calderon_2019_Nature_Genetics	31570894	SRR7650735	NA	Donor1001	female	Plasmablast	Plasmablast	Unperturbed	B Lymphoid	CD19+CD27+CD138+CD20-	Donor1001_Plasmablast	Plasmablast	1	ATAC-Seq	12.8	314828	0.19	81243542
